B2c gmv,Old_1_vs_New_Rs,,,B2c gmv,Old_2_vs_New_1,,,B2c gmv,Old_3_vs_New_2,,,B2c gmv,priority_4,,,B2c gmv,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
1,19038740000.0%,19038740000.0%,,1,515190605500.0%,7196764500.0%,,1,8690807300.0%,495048733500.0%,,1,122968455100.0%,65291332100.0%,,1,27516523600.0%,24883394500.0%
2,22405422000.0%,22405422000.0%,,2,422817912400.0%,3565389300.0%,,2,16209267400.0%,420478185900.0%,,2,118513267400.0%,61510723400.0%,,2,31029802900.0%,38384144400.0%
3,33162438900.0%,33162438900.0%,,3,478637344900.0%,400906453800.0%,,3,28209417900.0%,145611399700.0%,,3,152590992500.0%,95904755800.0%,,3,41543269400.0%,40358264500.0%
4,29784481400.0%,29784481400.0%,,4,516701757000.0%,397699540300.0%,,4,4372353400.0%,188061971600.0%,,4,137034023600.0%,66516176100.0%,,4,29791458700.0%,26853520300.0%
5,35190089800.0%,35190089800.0%,,5,602857251700.0%,462455144400.0%,,5,5460414800.0%,171403330100.0%,,5,150304894000.0%,112898678900.0%,,5,30021263000.0%,30501002700.0%
6,38938388600.0%,38938388600.0%,,6,667454923200.0%,503050088900.0%,,6,7021345600.0%,257692214400.0%,,6,191373732700.0%,66682924900.0%,,6,31806863200.0%,25505918500.0%
,,,
Ted gmv,Old_1_vs_New_Rs,,,Ted gmv,Old_2_vs_New_1,,,Ted gmv,Old_3_vs_New_2,,,Ted gmv,priority_4,,,Ted gmv,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
1,37.768422099999995%,37.768422099999995%,,1,43.2605336%,30.2548812%,,1,16.733877%,43.3197902%,,1,30.609561000000003%,31.9032623%,,1,23.739734900000002%,21.7669496%
2,39.5857996%,39.5857996%,,2,42.2160697%,36.255836699999996%,,2,33.6608569%,42.127917%,,2,31.2519704%,31.5269334%,,2,26.7034693%,28.557141400000003%
